train_id,route,distance_miles,weather_condition,cargo_weight_tons,scheduled_duration_hours,actual_duration_hours,crew_experience_years,locomotive_age_years,maintenance_score,delayed
TRAIN-2500,Denver-LA,1054,Rain,1097,24,21.54305819363549,21.0,4,91.75064938917154,0
TRAIN-2501,Texas-Portland,1661,Rain,4402,59,69.09818296382963,2.0,24,98.4840962340849,1
TRAIN-2502,Chicago-Seattle,1247,Fog,6238,70,78.87590665911404,10.0,20,97.17501668736305,1
TRAIN-2503,Chicago-Seattle,883,Snow,3950,76,84.63800308603506,2.0,23,71.17356815387676,1
TRAIN-2504,Chicago-Seattle,1091,Clear,1357,37,34.618826138592496,24.0,21,98.9204671203556,0
TRAIN-2505,Denver-LA,1879,Snow,6324,89,102.37807771225094,16.0,27,97.5286921466064,1
TRAIN-2506,Texas-Portland,1122,Clear,2273,85,83.4098207059804,23.0,4,93.4208316091402,0
TRAIN-2507,Denver-LA,906,Clear,5055,38,35.732041670923024,22.0,7,84.93569764313699,0
TRAIN-2508,Chicago-Seattle,1853,Snow,1495,52,54.09354223493509,17.0,1,,1
TRAIN-2509,Chicago-Seattle,1351,Fog,6111,82,91.24012834171658,15.0,11,,1
TRAIN-2510,Chicago-Seattle,617,Rain,3131,57,60.378780701970136,7.0,5,75.47258568369412,1
TRAIN-2511,Texas-Portland,1307,Rain,6662,48,54.505848152446035,14.0,4,,1
TRAIN-2512,Texas-Portland,1480,Rain,7498,66,70.39895614595395,17.0,5,88.55496091469202,1
TRAIN-2513,Chicago-Seattle,730,Clear,4777,75,80.24553764659787,14.0,17,71.93640145531545,1
TRAIN-2514,Chicago-Seattle,549,Snow,1817,27,31.238342335515636,13.0,20,75.46428033056364,1
TRAIN-2515,Texas-Portland,977,Fog,6567,88,95.9915371519244,4.0,13,66.23023457201322,1
TRAIN-2516,Denver-LA,715,Fog,1912,83,86.13912799871807,11.0,21,66.62934495194865,1
TRAIN-2517,Chicago-Seattle,1376,Snow,5771,35,38.087202888214286,21.0,11,96.3367128265509,1
TRAIN-2518,Denver-LA,1991,Snow,2427,62,67.23789949786809,14.0,4,,1
TRAIN-2519,Chicago-Seattle,1568,Fog,7683,24,28.942431246616664,20.0,23,72.65083152641448,1
TRAIN-2520,Chicago-Seattle,640,Clear,3883,37,38.22375583087723,19.0,29,62.65720212341836,0
TRAIN-2521,Denver-LA,531,Fog,5746,68,72.31397539228418,2.0,7,82.1238701601708,1
TRAIN-2522,Chicago-Seattle,1545,Rain,3365,91,88.6507117903494,15.0,18,61.91426488807422,0
TRAIN-2523,Denver-LA,1603,Fog,2717,57,52.19734032370797,1.0,21,,0
TRAIN-2524,Texas-Portland,1686,Clear,4289,35,35.78729067164534,10.0,15,68.40836047635763,0
TRAIN-2525,Chicago-Seattle,1863,Rain,2479,83,82.50840043696611,5.0,18,78.95390134428092,0
TRAIN-2526,Chicago-Seattle,1108,Rain,7811,85,94.83367310915008,22.0,5,70.20591204813428,1
TRAIN-2527,Texas-Portland,1527,Snow,7094,64,77.33018372128645,9.0,23,71.24782888405376,1
TRAIN-2528,Texas-Portland,1995,Snow,2739,66,75.95378222663155,10.0,23,62.650242785736005,1
TRAIN-2529,Texas-Portland,1223,Snow,5431,81,84.26469238905993,20.0,18,99.2866720708618,1
TRAIN-2530,Texas-Portland,1129,Clear,7976,48,59.690395168102526,13.0,1,89.71909532478523,1
TRAIN-2531,Chicago-Seattle,1012,Fog,6578,71,79.78321415852918,,22,63.37814316871066,1
TRAIN-2532,Denver-LA,1938,Rain,2962,80,79.5296217345443,17.0,21,88.90061673742574,0
TRAIN-2533,Chicago-Seattle,1461,Fog,4780,78,85.63495115834976,1.0,27,75.79414231810298,1
TRAIN-2534,Texas-Portland,1436,Snow,6942,29,36.993597683897704,20.0,4,87.91296074733032,1
TRAIN-2535,Chicago-Seattle,1622,Clear,4245,81,83.67199112173206,12.0,22,73.14272659964118,1
TRAIN-2536,Denver-LA,771,Clear,2494,66,70.65984478672337,16.0,27,88.45839151443805,1
TRAIN-2537,Chicago-Seattle,1261,Fog,1285,61,59.231367698754994,13.0,2,62.80665495816831,0
TRAIN-2538,Chicago-Seattle,683,Rain,2916,72,73.78215607379119,11.0,24,97.7268131270876,0
TRAIN-2539,Denver-LA,809,Fog,2335,68,66.27425999722276,13.0,10,94.89330876805872,0
TRAIN-2540,Chicago-Seattle,1479,Fog,6783,73,84.75954065002556,15.0,5,84.67676538679498,1
TRAIN-2541,Texas-Portland,1450,Snow,1064,39,37.36498030141594,23.0,8,66.61652523050259,0
TRAIN-2542,Chicago-Seattle,1631,Fog,6713,27,39.32454437500654,22.0,11,92.66524246098618,1
TRAIN-2543,Denver-LA,857,Snow,6373,72,82.30133072063391,16.0,29,95.00654491755063,1
TRAIN-2544,Texas-Portland,1077,Snow,2755,41,46.11120171115226,19.0,7,79.30933749134206,1
TRAIN-2545,Texas-Portland,1988,Rain,2105,53,51.57091886921715,3.0,9,91.47839008257776,0
TRAIN-2546,Texas-Portland,1160,Fog,6348,24,35.84967999712905,22.0,28,71.07337902241022,1
TRAIN-2547,Texas-Portland,1497,Rain,2547,92,94.42556169039509,2.0,7,64.253750864752,1
TRAIN-2548,Chicago-Seattle,1902,Rain,5581,59,65.15548612394747,17.0,21,64.66932706751447,1
TRAIN-2549,Texas-Portland,784,Fog,6408,46,55.53102344177792,19.0,27,75.46874716095375,1
TRAIN-2550,Chicago-Seattle,728,Clear,2134,74,72.72582833717027,3.0,23,86.31066366523805,0
TRAIN-2551,Denver-LA,1331,Clear,6893,82,88.52493993307438,22.0,16,85.61200803706988,1
TRAIN-2552,Chicago-Seattle,1764,Snow,6616,89,101.03051499611138,6.0,6,63.83398510918698,1
TRAIN-2553,Texas-Portland,1461,Clear,1695,57,55.441123731042076,10.0,17,80.44043950835879,0
TRAIN-2554,Denver-LA,759,Fog,7815,59,66.34961969956086,9.0,6,77.63477423028684,1
TRAIN-2555,Texas-Portland,878,Snow,2766,93,96.73572609835087,1.0,11,60.46243830252769,1
TRAIN-2556,Denver-LA,1475,Fog,3507,61,59.13633199044958,16.0,10,74.46569997484968,0
TRAIN-2557,Chicago-Seattle,1444,Fog,1804,74,70.83698429134147,20.0,14,73.89806188823897,0
TRAIN-2558,Chicago-Seattle,1441,Snow,2296,44,45.89217907713393,6.0,12,74.28684061379643,0
TRAIN-2559,Texas-Portland,1684,Clear,1958,69,67.42648401445871,3.0,6,81.20655072720214,0
TRAIN-2560,Texas-Portland,1605,Clear,6968,88,95.18158602070578,8.0,28,92.2698875570876,1
TRAIN-2561,Chicago-Seattle,642,Clear,3552,63,66.98389416693459,20.0,25,99.03389241139459,1
TRAIN-2562,Texas-Portland,710,Rain,1768,85,87.41999379036541,23.0,7,,1
TRAIN-2563,Texas-Portland,1679,Clear,4443,44,46.69745926291207,16.0,8,89.60646039758706,1
TRAIN-2564,Denver-LA,1922,Fog,7194,29,38.70476389443198,15.0,3,63.956807702142584,1
TRAIN-2565,Texas-Portland,1628,Fog,3187,67,71.73869237767389,18.0,29,85.55261900806568,1
TRAIN-2566,Chicago-Seattle,1959,Rain,1022,52,48.05191800014344,5.0,11,90.52718683680587,0
TRAIN-2567,Texas-Portland,1662,Rain,3878,68,69.73860744955421,14.0,15,71.05968493109476,0
TRAIN-2568,Denver-LA,1740,Clear,1790,26,21.3776412395396,3.0,9,91.24632982623848,0
TRAIN-2569,Denver-LA,1540,Fog,4210,76,78.18140424743184,2.0,11,65.88107879004563,1
TRAIN-2570,Texas-Portland,1978,Clear,2891,31,30.339178577945702,15.0,1,90.77594529210592,0
TRAIN-2571,Denver-LA,1024,Fog,3654,38,43.82956105978337,22.0,11,67.10961355566413,1
TRAIN-2572,Chicago-Seattle,1928,Rain,3669,26,31.213107484786143,11.0,24,69.38699791190896,1
TRAIN-2573,Chicago-Seattle,1323,Clear,5577,27,28.897470406602082,15.0,1,64.68101111762248,0
TRAIN-2574,Chicago-Seattle,1851,Clear,3783,40,37.69484331704688,23.0,28,86.6243855555025,0
TRAIN-2575,Denver-LA,697,Rain,5506,25,24.130565618292238,14.0,18,95.6684247933627,0
TRAIN-2576,Denver-LA,838,Fog,2944,43,47.59854454837739,10.0,29,66.54206908514733,1
TRAIN-2577,Texas-Portland,1834,Fog,2189,43,46.50388083588351,19.0,26,68.41429604147095,1
TRAIN-2578,Texas-Portland,833,Rain,7921,42,54.29880532991452,5.0,13,79.55605114496244,1
TRAIN-2579,Texas-Portland,1239,Clear,7342,27,33.350966361932,10.0,25,60.82417725770573,1
TRAIN-2580,Texas-Portland,1864,Rain,5759,35,42.53666593228036,12.0,21,91.34854114800838,1
TRAIN-2581,Texas-Portland,762,Fog,2693,74,77.71494312010412,13.0,19,67.77919228150557,1
TRAIN-2582,Texas-Portland,1394,Clear,7030,40,48.49134187239787,14.0,25,,1
TRAIN-2583,Denver-LA,1217,Snow,6380,85,100.2742320952515,12.0,28,61.43728829494994,1
TRAIN-2584,Denver-LA,1947,Clear,4807,90,99.8578408682228,7.0,13,93.28188892247707,1
TRAIN-2585,Texas-Portland,1609,Fog,6290,60,63.32990534575704,15.0,12,79.16696729218285,1
TRAIN-2586,Texas-Portland,823,Snow,1185,41,40.359118971051124,10.0,13,67.68421582745947,0
TRAIN-2587,Chicago-Seattle,1591,Fog,4555,70,76.56235634416353,18.0,15,99.72203240553813,1
TRAIN-2588,Texas-Portland,1212,Rain,6003,63,64.66523057286686,22.0,6,76.35468630927596,0
TRAIN-2589,Chicago-Seattle,808,Fog,7578,65,78.25878986762035,10.0,24,85.32237885607816,1
TRAIN-2590,Denver-LA,1633,Fog,1604,94,94.01730543332927,21.0,19,,0
TRAIN-2591,Texas-Portland,1270,Snow,5048,48,57.70700617089667,8.0,25,61.24682206490591,1
TRAIN-2592,Texas-Portland,1664,Rain,2698,35,38.90375215503707,3.0,5,74.34959995864766,1
TRAIN-2593,Texas-Portland,1644,Snow,3598,43,46.285811560898885,10.0,27,93.89509579898527,1
TRAIN-2594,Texas-Portland,1686,Clear,7747,74,86.23606593159185,15.0,16,91.31642368191031,1
TRAIN-2595,Texas-Portland,1517,Clear,3304,89,93.28676225323956,16.0,27,60.48334754113935,1
TRAIN-2596,Texas-Portland,528,Rain,4874,86,91.96368161393686,1.0,9,99.07819510013054,1
TRAIN-2597,Chicago-Seattle,857,Snow,3553,43,54.20689924461001,21.0,23,83.24599114587198,1
TRAIN-2598,Denver-LA,1034,Snow,1967,54,54.186352428515804,17.0,3,91.50392043600458,0
TRAIN-2599,Texas-Portland,749,Clear,5207,82,88.69921164191334,21.0,9,68.81269606262981,1
TRAIN-2600,Texas-Portland,607,Snow,1198,76,80.56468336301111,11.0,11,71.26190450769204,1
TRAIN-2601,Denver-LA,749,Snow,2534,66,66.87742447569863,24.0,19,71.97027188942401,0
TRAIN-2602,Denver-LA,1798,Rain,4725,51,59.99039726543715,2.0,13,77.25531603981115,1
TRAIN-2603,Denver-LA,1501,Fog,7836,69,86.93874997508665,15.0,15,96.80055369846234,1
TRAIN-2604,Denver-LA,1522,Clear,1699,64,63.31265814420501,6.0,26,71.18100049397717,0
TRAIN-2605,Texas-Portland,1860,Fog,4123,93,95.7476151398579,19.0,29,65.85821103576089,1
TRAIN-2606,Denver-LA,1535,Rain,7070,57,63.78429024971441,7.0,1,65.2755215958294,1
TRAIN-2607,Denver-LA,573,Snow,5925,32,51.56715326952127,2.0,18,97.1270925451322,1
TRAIN-2608,Texas-Portland,555,Fog,6688,76,91.19394292824333,19.0,18,97.76140000154544,1
TRAIN-2609,Texas-Portland,1505,Clear,6158,37,43.67392388947131,2.0,22,99.41887461785703,1
TRAIN-2610,Chicago-Seattle,881,Clear,2122,37,34.0255719410739,12.0,19,78.9873789636422,0
TRAIN-2611,Denver-LA,681,Snow,5619,30,42.04313746485256,17.0,6,89.23530945042461,1
TRAIN-2612,Chicago-Seattle,1824,Rain,1838,73,74.56435439336718,17.0,26,90.16357626613181,0
TRAIN-2613,Chicago-Seattle,663,Rain,1182,75,72.94831157635184,18.0,20,86.42318755111293,0
TRAIN-2614,Denver-LA,956,Rain,1448,66,67.3621328215928,2.0,4,93.58715743622312,0
TRAIN-2615,Chicago-Seattle,672,Rain,1986,53,49.61943392317363,21.0,6,90.14622556620338,0
TRAIN-2616,Texas-Portland,1932,Clear,1230,30,28.42831236690995,17.0,14,62.20253724384269,0
TRAIN-2617,Denver-LA,1472,Snow,5821,51,59.81235832543342,22.0,15,67.44832520673575,1
TRAIN-2618,Texas-Portland,1569,Snow,3928,56,67.52231253773967,9.0,13,82.436920939208,1
TRAIN-2619,Texas-Portland,1060,Clear,4002,51,52.65981409577548,11.0,14,87.48203602038623,0
TRAIN-2620,Texas-Portland,1853,Clear,5439,71,74.84160763068265,18.0,22,82.40961316910892,1
TRAIN-2621,Denver-LA,582,Clear,3337,49,53.2789793914382,4.0,25,79.8767360490638,1
TRAIN-2622,Denver-LA,1614,Snow,2572,91,96.96515825696467,1.0,28,92.44276071516045,1
TRAIN-2623,Denver-LA,1990,Clear,1192,70,59.31200717928768,16.0,12,91.92090715513949,0
TRAIN-2624,Texas-Portland,1415,Fog,4723,33,37.258592666803004,17.0,12,74.56050916169075,1
TRAIN-2625,Chicago-Seattle,1619,Fog,2976,48,51.29847178726845,11.0,20,92.28070875193515,1
TRAIN-2626,Chicago-Seattle,1511,Snow,4548,84,96.57000580951633,19.0,20,74.22638788567609,1
TRAIN-2627,Chicago-Seattle,1303,Snow,3652,83,90.3779203291536,10.0,8,74.82507690941353,1
TRAIN-2628,Texas-Portland,1332,Rain,4306,83,85.98193904586378,23.0,10,96.5292052753384,1
TRAIN-2629,Denver-LA,1232,Snow,5953,68,77.56468674817073,18.0,19,83.79832121070075,1
TRAIN-2630,Texas-Portland,573,Rain,4651,76,77.38035118431317,23.0,10,66.00745593387455,0
TRAIN-2631,Denver-LA,1581,Fog,3979,32,31.542361896118702,12.0,29,60.77240613517454,0
TRAIN-2632,Texas-Portland,1279,Snow,5635,73,80.15412913362822,13.0,11,89.24877658815997,1
TRAIN-2633,Texas-Portland,1266,Fog,7202,65,78.43897043780176,7.0,22,91.98881466679836,1
TRAIN-2634,Chicago-Seattle,585,Clear,3829,70,74.67982867194033,10.0,5,89.35190493476682,1
TRAIN-2635,Denver-LA,1218,Snow,2392,88,88.264328057378,12.0,4,98.32811649796274,0
TRAIN-2636,Chicago-Seattle,865,Rain,4526,78,81.4348713848591,6.0,7,73.96585749637354,1
TRAIN-2637,Texas-Portland,946,Snow,6164,41,50.67541450963331,4.0,23,74.82454101509593,1
TRAIN-2638,Texas-Portland,1217,Fog,6356,30,42.294153178954105,14.0,1,69.5974530290041,1
TRAIN-2639,Texas-Portland,594,Clear,7952,56,60.71133986726734,3.0,3,,1
TRAIN-2640,Denver-LA,1293,Clear,5369,28,33.89527157178103,16.0,14,91.06002377597491,1
TRAIN-2641,Denver-LA,1429,Rain,2211,59,56.82917084887223,21.0,6,96.2582435212679,0
TRAIN-2642,Chicago-Seattle,1170,Clear,5271,30,38.30667377499829,24.0,13,63.99922101807945,1
TRAIN-2643,Chicago-Seattle,1597,Rain,2782,54,53.631135486633084,16.0,14,98.54365913387042,0
TRAIN-2644,Chicago-Seattle,571,Snow,3326,27,32.076917062461625,21.0,4,86.62544637722559,1
TRAIN-2645,Texas-Portland,1986,Fog,5476,64,72.5643881505951,23.0,24,66.85762359065454,1
TRAIN-2646,Chicago-Seattle,779,Fog,6741,95,107.9623538812447,16.0,3,97.7407282748288,1
TRAIN-2647,Texas-Portland,992,Snow,1469,65,65.13793750812987,24.0,27,97.09991909785364,0
TRAIN-2648,Chicago-Seattle,1886,Snow,5779,41,45.42058084521586,9.0,16,94.56992962452091,1
TRAIN-2649,Chicago-Seattle,1780,Rain,1213,95,94.48288568511443,18.0,16,94.8875111590726,0
TRAIN-2650,Texas-Portland,1816,Rain,4318,88,95.85857294763399,12.0,14,82.87241653666152,1
TRAIN-2651,Chicago-Seattle,822,Snow,5043,66,76.82997193456973,17.0,12,99.79636909978362,1
TRAIN-2652,Texas-Portland,1926,Snow,4164,90,99.75615386661677,13.0,15,63.15780539254634,1
TRAIN-2653,Chicago-Seattle,1104,Snow,7397,32,42.07543408169087,15.0,4,61.36416377796342,1
TRAIN-2654,Chicago-Seattle,1251,Fog,6765,93,102.81664034628956,10.0,9,78.23649048609133,1
TRAIN-2655,Texas-Portland,941,Clear,4319,49,53.75294039827437,2.0,16,99.3487219717109,1
TRAIN-2656,Texas-Portland,1085,Clear,4774,24,26.228839233486475,9.0,27,85.7924379531917,1
TRAIN-2657,Denver-LA,566,Snow,5152,63,70.05622264526033,9.0,24,,1
TRAIN-2658,Denver-LA,1544,Fog,1477,54,55.31008111879288,16.0,7,70.39752504884942,0
TRAIN-2659,Denver-LA,964,Rain,6350,62,73.36146362760944,13.0,10,,1
TRAIN-2660,Texas-Portland,1597,Snow,2001,86,88.09998432905329,22.0,14,96.25524933460629,1
TRAIN-2661,Chicago-Seattle,1373,Snow,7888,78,89.82725918632859,22.0,8,74.47472327777128,1
TRAIN-2662,Texas-Portland,598,Fog,7541,81,93.84569019373764,1.0,20,94.54670794270075,1
TRAIN-2663,Texas-Portland,1644,Fog,1473,42,36.75660327072082,14.0,8,68.85573349060071,0
TRAIN-2664,Denver-LA,1231,Rain,4880,39,40.50525560811407,21.0,6,60.23198045851116,0
TRAIN-2665,Chicago-Seattle,1173,Snow,5755,42,49.98692635351022,18.0,9,83.97310167710012,1
TRAIN-2666,Chicago-Seattle,1919,Rain,7181,64,73.98195524868137,17.0,29,91.36658525596451,1
TRAIN-2667,Chicago-Seattle,740,Rain,4585,25,27.012401653382046,18.0,22,98.18734778329633,1
TRAIN-2668,Chicago-Seattle,847,Rain,4445,76,78.07364615567987,4.0,19,60.06300885159371,1
TRAIN-2669,Denver-LA,1898,Fog,3787,61,61.686205257566236,9.0,4,70.12213493789439,0
TRAIN-2670,Chicago-Seattle,1487,Clear,2140,62,59.74165322054464,20.0,17,98.57749959660555,0
TRAIN-2671,Texas-Portland,781,Fog,5001,49,55.399891095005486,24.0,10,94.14549250918284,1
TRAIN-2672,Texas-Portland,1894,Snow,6979,63,76.2913594540396,8.0,11,80.28893646656874,1
TRAIN-2673,Denver-LA,1309,Rain,6689,72,83.7203718592788,16.0,19,81.67254255473271,1
TRAIN-2674,Texas-Portland,964,Rain,3493,71,70.62813440653615,3.0,22,62.1162302638237,0
TRAIN-2675,Denver-LA,1361,Clear,3402,95,100.44628257217781,11.0,18,77.76387582583966,1
TRAIN-2676,Denver-LA,1902,Clear,6513,90,97.94474363267412,14.0,8,94.44125994140782,1
TRAIN-2677,Texas-Portland,578,Snow,6331,71,84.86062025529839,13.0,25,95.37069999689973,1
TRAIN-2678,Chicago-Seattle,1974,Snow,4444,24,32.10342063771231,19.0,11,97.10798882170883,1
TRAIN-2679,Chicago-Seattle,800,Rain,6074,77,80.71635111453628,13.0,2,69.20357969482131,1
TRAIN-2680,Texas-Portland,681,Clear,6827,42,44.36073029293293,22.0,9,89.0054107667653,1
TRAIN-2681,Texas-Portland,1567,Snow,2845,71,73.81134334960065,9.0,28,86.2797189178118,1
TRAIN-2682,Chicago-Seattle,879,Clear,4898,76,85.29204534578759,14.0,14,68.28787599108449,1
TRAIN-2683,Chicago-Seattle,1032,Fog,1369,34,28.471082298245914,19.0,10,89.12578742509208,0
TRAIN-2684,Chicago-Seattle,1785,Snow,6261,54,65.46683094262701,21.0,10,74.47537365474412,1
TRAIN-2685,Texas-Portland,1148,Snow,4508,37,45.43338223234832,1.0,26,68.08109880307424,1
TRAIN-2686,Chicago-Seattle,1102,Snow,5810,33,42.90018811852298,17.0,10,83.34813132121327,1
TRAIN-2687,Denver-LA,1239,Clear,4808,67,73.51725085713672,16.0,17,79.34704393819227,1
TRAIN-2688,Chicago-Seattle,1646,Fog,3407,25,26.90543781785035,10.0,3,93.48784819824033,0
TRAIN-2689,Texas-Portland,625,Snow,4451,36,44.8802585507113,1.0,6,80.67348369478869,1
TRAIN-2690,Chicago-Seattle,1731,Rain,7600,66,74.4623599444409,3.0,7,78.9317092985102,1
TRAIN-2691,Texas-Portland,1462,Snow,6525,69,85.11106889166474,18.0,11,74.16586613566732,1
TRAIN-2692,Texas-Portland,827,Snow,4759,48,56.1656161060359,5.0,17,88.54519388102335,1
TRAIN-2693,Denver-LA,1088,Rain,6169,42,48.77803007634026,14.0,1,93.15130443787093,1
TRAIN-2694,Denver-LA,856,Fog,6498,32,36.69273463422262,12.0,1,84.74701882447275,1
TRAIN-2695,Texas-Portland,1685,Clear,5709,68,71.44484709805423,8.0,22,87.09426897728075,1
TRAIN-2696,Denver-LA,1083,Snow,6785,84,101.98401191008432,22.0,9,78.11939790955668,1
TRAIN-2697,Denver-LA,1218,Snow,4084,88,89.06950522321011,20.0,4,95.55004543472593,0
TRAIN-2698,Denver-LA,1019,Fog,1029,27,21.84897264739879,1.0,5,71.32929248487892,0
TRAIN-2699,Texas-Portland,1025,Rain,5825,56,65.22436719740588,13.0,28,63.30058497100754,1
TRAIN-2700,Denver-LA,1933,Snow,4937,84,94.17097968667527,24.0,5,80.34545132423844,1
TRAIN-2701,Chicago-Seattle,1123,Snow,7741,34,47.7572539463322,24.0,2,80.47871592534122,1
TRAIN-2702,Chicago-Seattle,1652,Clear,1432,51,45.48553120695858,18.0,11,82.60554759665132,0
TRAIN-2703,Denver-LA,703,Fog,4607,89,96.12725167390495,23.0,11,69.55883775427202,1
TRAIN-2704,Chicago-Seattle,1076,Clear,5710,76,78.56127146280471,6.0,9,73.94219892414509,1
TRAIN-2705,Texas-Portland,737,Fog,7879,24,38.24936292014804,7.0,21,70.70069591256814,1
TRAIN-2706,Texas-Portland,726,Rain,4828,75,78.02304134003789,12.0,9,62.33517147203605,1
TRAIN-2707,Denver-LA,1642,Rain,2714,93,95.94904611615078,15.0,26,74.24962291247591,1
TRAIN-2708,Texas-Portland,934,Rain,5983,33,36.48044355344995,16.0,5,96.97633814022497,1
TRAIN-2709,Denver-LA,560,Fog,7029,37,47.491289353639516,5.0,14,94.30947895102037,1
TRAIN-2710,Chicago-Seattle,504,Rain,7416,41,49.878236222345016,7.0,8,98.84802885831124,1
TRAIN-2711,Denver-LA,1212,Clear,2140,79,79.06783853612,4.0,16,96.8042215549166,0
TRAIN-2712,Denver-LA,580,Clear,1757,95,93.74626013609839,19.0,3,67.75166091517383,0
TRAIN-2713,Texas-Portland,740,Rain,2467,60,65.57411983056404,21.0,6,92.09095856271085,1
TRAIN-2714,Chicago-Seattle,776,Fog,2782,40,35.78180885950926,1.0,5,91.62522026185223,0
TRAIN-2715,Texas-Portland,1915,Snow,1922,45,49.59216866819822,18.0,18,68.08626686430893,1
TRAIN-2716,Texas-Portland,1153,Rain,4685,42,46.51632756693022,10.0,8,68.40228204143932,1
TRAIN-2717,Chicago-Seattle,1333,Fog,3144,77,78.20560850433915,21.0,7,83.26979310047027,0
TRAIN-2718,Texas-Portland,651,Fog,6436,82,88.93624726845744,17.0,14,,1
TRAIN-2719,Texas-Portland,967,Rain,2171,33,31.944103257485978,23.0,23,91.22639623166125,0
TRAIN-2720,Chicago-Seattle,1320,Snow,3959,26,34.44201327889769,1.0,26,,1
TRAIN-2721,Chicago-Seattle,1124,Clear,5817,48,51.90028390326094,13.0,21,79.45699777511211,1
TRAIN-2722,Denver-LA,1644,Rain,7674,60,72.87189166552054,23.0,11,79.71426586496462,1
TRAIN-2723,Texas-Portland,1229,Snow,5807,45,53.43943010067491,5.0,10,72.71944079817054,1
TRAIN-2724,Texas-Portland,985,Rain,7643,40,53.80807244625469,24.0,12,68.35705361250166,1
TRAIN-2725,Texas-Portland,1302,Clear,5667,62,63.28057180786127,16.0,8,84.57029487135,0
TRAIN-2726,Texas-Portland,1124,Rain,7691,58,66.86763123349365,9.0,6,76.46969994206923,1
TRAIN-2727,Chicago-Seattle,1235,Snow,6795,89,101.79184484159617,11.0,16,69.34662475787803,1
TRAIN-2728,Texas-Portland,1003,Fog,6183,90,96.93395538747794,13.0,3,66.83203369506765,1
TRAIN-2729,Texas-Portland,1356,Rain,6238,79,93.53261972882876,21.0,21,66.713684811876,1
TRAIN-2730,Denver-LA,1613,Snow,4372,68,74.3831067062744,23.0,4,84.06736557546137,1
TRAIN-2731,Chicago-Seattle,1959,Snow,5590,58,63.14341978094537,10.0,10,64.38381139847368,1
TRAIN-2732,Chicago-Seattle,505,Rain,5281,25,29.06229419465084,12.0,26,63.08158245867222,1
TRAIN-2733,Denver-LA,1976,Rain,4392,25,29.655372731852452,20.0,10,60.51027116962912,1
TRAIN-2734,Texas-Portland,500,Rain,7842,63,72.10450768144293,10.0,8,93.47035206849112,1
TRAIN-2735,Texas-Portland,857,Fog,5815,83,94.07969182413596,17.0,21,80.10577558141144,1
TRAIN-2736,Denver-LA,1798,Clear,7574,45,52.28898761912917,22.0,3,72.13119968007302,1
TRAIN-2737,Denver-LA,971,Snow,3297,41,42.39399100048356,9.0,12,98.13149761778774,0
TRAIN-2738,Texas-Portland,1393,Fog,5335,57,63.91131304413602,,13,80.26657666266074,1
TRAIN-2739,Texas-Portland,1040,Rain,4221,89,93.96935552497713,16.0,25,62.63382756689921,1
TRAIN-2740,Texas-Portland,1031,Fog,2344,58,57.14361691590835,7.0,6,86.78531304081051,0
TRAIN-2741,Chicago-Seattle,1551,Snow,6909,76,89.5081204414105,5.0,17,70.99936536378219,1
TRAIN-2742,Denver-LA,585,Fog,4752,43,50.71638675484539,7.0,23,77.1649270043792,1
TRAIN-2743,Texas-Portland,651,Snow,3103,81,84.52056429190544,1.0,1,76.09276631322959,1
TRAIN-2744,Chicago-Seattle,846,Fog,2850,54,56.39360932784551,15.0,28,89.85675948386762,1
TRAIN-2745,Chicago-Seattle,788,Fog,2850,48,52.99163415622699,5.0,7,61.54631694667772,1
TRAIN-2746,Chicago-Seattle,1308,Snow,6217,65,76.05388664432662,11.0,29,65.06462879237725,1
TRAIN-2747,Texas-Portland,1336,Snow,5001,48,56.78348412037446,16.0,14,66.74160384256483,1
TRAIN-2748,Denver-LA,1287,Snow,1934,37,45.23970556158728,1.0,21,79.24350544870143,1
TRAIN-2749,Denver-LA,1795,Fog,7761,73,74.90604895359739,2.0,5,86.02111094421501,0
TRAIN-2750,Texas-Portland,1381,Clear,5841,86,89.17498686627644,6.0,17,82.01851413259038,1
TRAIN-2751,Denver-LA,1123,Snow,5719,73,83.59696209885624,1.0,13,66.39984354024548,1
TRAIN-2752,Chicago-Seattle,1547,Snow,3107,75,80.13887368221059,15.0,21,89.83838878931479,1
TRAIN-2753,Texas-Portland,1997,Rain,6136,48,49.14505772635673,18.0,4,89.07312900802981,0
TRAIN-2754,Texas-Portland,529,Clear,7958,66,77.58559979721639,3.0,1,75.99826619240415,1
TRAIN-2755,Chicago-Seattle,1632,Snow,1446,42,38.193637743057366,11.0,15,90.50045063011919,0
TRAIN-2756,Denver-LA,638,Rain,7581,83,96.28050257125325,21.0,27,64.17921042916157,1
TRAIN-2757,Texas-Portland,854,Clear,5901,36,48.50551820512413,13.0,8,70.94239619648008,1
TRAIN-2758,Texas-Portland,1150,Fog,5340,85,94.62852036006745,7.0,26,77.8727151913814,1
TRAIN-2759,Chicago-Seattle,1844,Clear,3465,64,66.7772240490458,18.0,27,80.21270725099626,1
TRAIN-2760,Chicago-Seattle,771,Fog,5887,81,88.31999583313564,3.0,10,66.26119875431297,1
TRAIN-2761,Denver-LA,1208,Rain,2307,95,97.74593914755008,1.0,22,82.5538854540599,1
TRAIN-2762,Denver-LA,1463,Clear,7573,85,94.7180893363913,19.0,18,74.29217804753263,1
TRAIN-2763,Denver-LA,605,Fog,2300,62,58.325234877969905,3.0,24,65.2204230888085,0
